id,source,source_id,name,city,certifications,studio_name,website,instagram,specialties,crawled_at,search_vec,aliases,bio_text,lineage,tiktok,linkedin,blog_url,years_teaching,cert_date,contraindications,rag_payload,enriched_at
41,naver_blog,c2f337e62ddd,아티브뉴스,서울,,,blog.naver.com/artivenews,,,2026-05-28T18:00:06.724034+00:00,'서울':2 '아티브뉴스':1,,,,,,,,,,,
42,naver_blog,d3e8c6dcc084,블루,서울,,,blog.naver.com/qmffndis777,,,2026-05-28T18:00:06.724081+00:00,'블루':1 '서울':2,,,,,,,,,,,
43,naver_blog,3ee176310a57,핫피플 인사이트,서울,,,blog.naver.com/hotpeopleinsight,,,2026-05-28T18:00:06.724124+00:00,'서울':3 '인사이트':2 '핫피플':1,,,,,,,,,,,
44,naver_blog,c4f398ab199d,YOGA People : find your balance :),서울,,,blog.naver.com/yoga_people_,,,2026-05-28T18:00:06.724105+00:00,'balance':5 'find':3 'people':2 'yoga':1 'your':4 '서울':6,,,,,,,,,,,
45,naver_blog,cbef16725944,수잔의 웰빙스토리,서울,,,blog.naver.com/sujan1370,,,2026-05-28T18:00:06.724146+00:00,'서울':3 '수잔의':1 '웰빙스토리':2,,,,,,,,,,,
46,naver_blog,c4dcc1517e5c,인생을 가꾸는 사람,서울,,,blog.naver.com/pilamoon0725,,,2026-05-28T18:00:06.724166+00:00,'가꾸는':2 '사람':3 '서울':4 '인생을':1,,,,,,,,,,,
47,naver_blog,c64753e358d7,뉴투데이,서울,,,blog.naver.com/rozz0697,,,2026-05-28T18:00:06.724183+00:00,'뉴투데이':1 '서울':2,,,,,,,,,,,
48,naver_blog,7cf89bdb1edf,커뮤좋아,서울,,,blog.naver.com/systemda,,,2026-05-28T18:00:06.724225+00:00,'서울':2 '커뮤좋아':1,,,,,,,,,,,
49,naver_blog,8718658c2ebd,momoirosnap,서울,,,blog.naver.com/momoirosnap,,,2026-05-28T18:00:06.724200+00:00,'momoirosnap':1 '서울':2,,,,,,,,,,,
50,naver_blog,5b9be6876fd0,선영아 촬영해,서울,,,blog.naver.com/sunyoungach,,,2026-05-28T18:00:06.724243+00:00,'서울':3 '선영아':1 '촬영해':2,,,,,,,,,,,
51,naver_blog,d3995a870384,"균형과 평화를 찾아가는 여정을, 사이요가에서",서울,,,blog.naver.com/saiyoga_shala,,,2026-05-28T18:00:07.841697+00:00,'균형과':1 '사이요가에서':5 '서울':6 '여정을':4 '찾아가는':3 '평화를':2,,,,,,,,,,,
52,naver_blog,c3043d009e4c,일상 조각 모음집 .·͙☽,서울,,,blog.naver.com/whatacozymoments,,,2026-05-28T18:00:07.841744+00:00,'모음집':3 '서울':4 '일상':1 '조각':2,,,,,,,,,,,
53,naver_blog,9ebbe11b8f52,프라이빗요가 x 에이팩 공인중개사사무소,서울,,,blog.naver.com/zzongl3,,,2026-05-28T18:00:07.841766+00:00,'x':2 '공인중개사사무소':4 '서울':5 '에이팩':3 '프라이빗요가':1,,,,,,,,,,,
54,naver_blog,dba9fff97685,예스요가/명상,서울,,,blog.naver.com/sunha0514,,,2026-05-28T18:00:07.841784+00:00,'명상':2 '서울':3 '예스요가':1,,,,,,,,,,,
55,naver_blog,6ccab26e7e4d,매 순간을 소중히.,서울,,,blog.naver.com/babybe_,,,2026-05-28T18:00:07.841803+00:00,'매':1 '서울':4 '소중히':3 '순간을':2,,,,,,,,,,,
56,naver_blog,144b79ce6de1,다해의 웰니스 로그,서울,,,blog.naver.com/charmingcat7,,,2026-05-28T18:00:07.841825+00:00,'다해의':1 '로그':3 '서울':4 '웰니스':2,,,,,,,,,,,
57,naver_blog,9e7345303a77,오늘도요가하나,서울,,,blog.naver.com/yoga_hana,,,2026-05-28T18:00:07.841879+00:00,'서울':2 '오늘도요가하나':1,,,,,,,,,,,
58,naver_blog,0824c173c8a8,워리의 웨딩스토리,서울,,,blog.naver.com/woriwonn,,,2026-05-28T18:00:07.841842+00:00,'서울':3 '워리의':1 '웨딩스토리':2,,,,,,,,,,,
59,naver_blog,750e23777735,모브스튜디오서울,서울,,,blog.naver.com/mauvestudioseoul,,,2026-05-21T18:00:06.367143+00:00,'모브스튜디오서울':1 '서울':2,,,,,,,,,,,
60,naver_blog,59dc7bd8a05c,자애요가 & 명상,서울,,,blog.naver.com/jaaeyoga_meditation,,"[""meditation""]",2026-05-28T18:00:07.841899+00:00,'meditation':4 '명상':2 '서울':3 '자애요가':1,,,,,,,,,,,
61,naver_blog,1f355ce47eda,공칠공팔,서울,,,blog.naver.com/dkfhdwlgns27,,,2026-05-28T18:00:08.651790+00:00,'공칠공팔':1 '서울':2,,,,,,,,,,,
62,naver_blog,cbcd0d7ddb62,힘쎈요가선생,서울,,,blog.naver.com/seedobe,,,2026-05-28T18:00:08.651823+00:00,'서울':2 '힘쎈요가선생':1,,,,,,,,,,,
63,naver_blog,c7e738d4af90,퍼스트아카데미 구리&남양주캠퍼스,서울,,,blog.naver.com/kinder0909,,,2026-05-28T18:00:08.653671+00:00,'구리':2 '남양주캠퍼스':3 '서울':4 '퍼스트아카데미':1,,,,,,,,,,,
64,naver_blog,f5651958e15e,"스포츠의학 기반의 교정요가,SHANTIΩ",서울,,,blog.naver.com/sj214214,,,2026-05-21T18:00:07.473785+00:00,'shantiω':4 '교정요가':3 '기반의':2 '서울':5 '스포츠의학':1,,,,,,,,,,,
65,naver_blog,ebff4c846ccd,1분후,서울,,,blog.naver.com/syaysa1,,,2026-05-28T18:00:08.653770+00:00,'1분후':1 '서울':2,,,,,,,,,,,
66,naver_blog,eea5e72c5f9a,사회교육중앙회,서울,,,blog.naver.com/wwwleiorkr,,,2026-05-28T18:00:08.653789+00:00,'사회교육중앙회':1 '서울':2,,,,,,,,,,,
67,naver_blog,c6e4d4e17998,SeA World,서울,,,blog.naver.com/sea170611,,,2026-05-28T18:00:08.653811+00:00,'sea':1 'world':2 '서울':3,,,,,,,,,,,
68,naver_blog,27ef3bbc341f,블루 스페인 눈동자,서울,,,blog.naver.com/fgnmcvgxtpd,,,2026-05-28T18:00:08.653849+00:00,'눈동자':3 '블루':1 '서울':4 '스페인':2,,,,,,,,,,,
69,naver_blog,97afa7f6d6e9,양갱이의 진로와 취업이야기,서울,,,blog.naver.com/space_32,,,2026-05-28T18:00:08.653828+00:00,'서울':4 '양갱이의':1 '진로와':2 '취업이야기':3,,,,,,,,,,,
70,naver_blog,7809e03f28b3,이파마스터필라테스협회,서울,,,blog.naver.com/iipamasterpilates,,,2026-05-21T18:00:07.473904+00:00,'서울':2 '이파마스터필라테스협회':1,,,,,,,,,,,
71,naver_blog,41bb9cd26c06,jodeokwon-photography,부산,,,blog.naver.com/jodeokwon_,,,2026-05-28T18:00:10.680264+00:00,'jodeokwon':2 'jodeokwon-photography':1 'photography':3 '부산':4,,,,,,,,,,,
72,naver_blog,6b30f8b9c89c,자유자재 ll 자유로운자 재원,부산,,,blog.naver.com/jayouhwa,,,2026-05-28T18:00:10.680300+00:00,'ll':2 '부산':5 '자유로운자':3 '자유자재':1 '재원':4,,,,,,,,,,,
73,naver_blog,6aeef36c309c,부산 해운대 요가원,부산,,,blog.naver.com/yeum001,,,2026-05-28T18:00:10.680320+00:00,"'부산':1,4 '요가원':3 '해운대':2",,,,,,,,,,,
74,naver_blog,d0a671b4791b,커뮤좋아,부산,,,blog.naver.com/systemda,,,2026-05-28T18:00:10.680338+00:00,'부산':2 '커뮤좋아':1,,,,,,,,,,,
75,naver_blog,51ad21fa0333,마인드풀 요가,부산,,,blog.naver.com/onnoness,,,2026-05-28T18:00:10.680355+00:00,'마인드풀':1 '부산':3 '요가':2,,,,,,,,,,,
76,naver_blog,8bfef905116e,@155.8_cm_,부산,,,blog.naver.com/tksekfrl9143,,,2026-05-28T18:00:10.680376+00:00,'155.8':1 'cm':2 '부산':3,,,,,,,,,,,
77,naver_blog,82c3f99230f4,포레스트 요가&필라테스(부산 요가/필라테스),부산,,,blog.naver.com/for_rest_yoga,,,2026-05-28T18:00:10.680395+00:00,"'부산':4,7 '요가':2,5 '포레스트':1 '필라테스':3,6",,,,,,,,,,,
78,naver_blog,cbd112d8ef3e,하요가스튜디오,부산,,,blog.naver.com/ha_yoga,,,2026-05-28T18:00:10.680415+00:00,'부산':2 '하요가스튜디오':1,,,,,,,,,,,
79,naver_blog,ef51245ecbb9,사랑길 오아맘,부산,,,blog.naver.com/leoa_house,,,2026-05-28T18:00:10.680432+00:00,'부산':3 '사랑길':1 '오아맘':2,,,,,,,,,,,
80,naver_blog,5042cbb34926,임은주 쁘라나 요가 (구 가네샤 요가),부산,,,blog.naver.com/ahjoo715,,,2026-05-28T18:00:10.680451+00:00,"'가네샤':5 '구':4 '부산':7 '쁘라나':2 '요가':3,6 '임은주':1",,,,,,,,,,,
81,naver_blog,983dd2712afa,여자의 인생은 마흔부터❤️,부산,,,blog.naver.com/gonjee73,,,2026-05-28T18:00:11.812792+00:00,'마흔부터':3 '부산':4 '여자의':1 '인생은':2,,,,,,,,,,,
82,naver_blog,d5fa089aa62d,"little moments, long memories",부산,,,blog.naver.com/yuneezee,,,2026-05-28T18:00:11.812876+00:00,'little':1 'long':3 'memories':4 'moments':2 '부산':5,,,,,,,,,,,
83,naver_blog,4ed946e11deb,"행복하세요. 지금, 여기에서",부산,,,blog.naver.com/cosmosyoga,,,2026-05-28T18:00:11.812841+00:00,'부산':4 '여기에서':3 '지금':2 '행복하세요':1,,,,,,,,,,,
84,naver_blog,91c62d69a137,라디아나 (요가 & 요가복),부산,,,blog.naver.com/yoga_dain,,,2026-05-28T18:00:11.812912+00:00,'라디아나':1 '부산':4 '요가':2 '요가복':3,,,,,,,,,,,
85,naver_blog,723eec008726,"요가, 해봄",부산,,,blog.naver.com/minjoo_room,,,2026-05-28T18:00:11.812953+00:00,'부산':3 '요가':1 '해봄':2,,,,,,,,,,,
86,naver_blog,d2f8724691cd,부산요가 사직요가 동래요가,부산,,,blog.naver.com/chldmstjs111,,,2026-05-28T18:00:11.813006+00:00,'동래요가':3 '부산':4 '부산요가':1 '사직요가':2,,,,,,,,,,,
87,naver_blog,b8b563d8d23b,김양희아쉬탕가요가 (구)사뜨바요가원,부산,,,blog.naver.com/meyoga,,,2026-05-21T18:00:11.129731+00:00,'구':2 '김양희아쉬탕가요가':1 '부산':4 '사뜨바요가원':3,,,,,,,,,,,
88,naver_blog,d8ac58c84534,PRANA YOGA,부산,,,blog.naver.com/hma5144,,,2026-05-28T18:00:11.813078+00:00,'prana':1 'yoga':2 '부산':3,,,,,,,,,,,
89,naver_blog,58ec96bbcad4,미셀요가 블로그,부산,,,blog.naver.com/efaavv,,,2026-05-28T18:00:11.813173+00:00,'미셀요가':1 '부산':3 '블로그':2,,,,,,,,,,,
90,naver_blog,1c9887139990,유나로그 (Yuna log) ⭐ 소소한 하루,부산,,,blog.naver.com/yunaa00_,,,2026-05-21T18:00:11.129828+00:00,'log':3 'yuna':2 '부산':6 '소소한':4 '유나로그':1 '하루':5,,,,,,,,,,,
91,naver_blog,148e8ff406bd,테라피요가,부산,,,blog.naver.com/healyoga,,,2026-05-28T18:00:13.675074+00:00,'부산':2 '테라피요가':1,,,,,,,,,,,
92,naver_blog,80d09d3b4dcd,퍼스트아카데미 구리&남양주캠퍼스,부산,,,blog.naver.com/kinder0909,,,2026-05-28T18:00:13.675123+00:00,'구리':2 '남양주캠퍼스':3 '부산':4 '퍼스트아카데미':1,,,,,,,,,,,
93,naver_blog,b74829972265,"대연동/경성대 요가스튜디오 ""한은정yoga""",부산,,,blog.naver.com/heje1895,,,2026-05-28T18:00:13.675149+00:00,'경성대':2 '대연동':1 '부산':5 '요가스튜디오':3 '한은정yoga':4,,,,,,,,,,,
94,naver_blog,12c24b923234,ANANDA YOGA,부산,,,blog.naver.com/anandayoga-,,,2026-05-28T18:00:13.675172+00:00,'ananda':1 'yoga':2 '부산':3,,,,,,,,,,,
95,naver_blog,fd7edca4a8dc,다울요가,부산,,,blog.naver.com/tfgd0107,,,2026-05-28T18:00:13.675219+00:00,'다울요가':1 '부산':2,,,,,,,,,,,
96,naver_blog,e9e7fa7ce0f0,달콤한 일상♡,부산,,,blog.naver.com/jena2023,,,2026-05-28T18:00:13.675240+00:00,'달콤한':1 '부산':3 '일상':2,,,,,,,,,,,
97,naver_blog,e3c1d5b7df0b,아그니요가&필라테스&플라잉요가,부산,,,blog.naver.com/agni9997,,,2026-05-28T18:00:13.675262+00:00,'부산':4 '아그니요가':1 '플라잉요가':3 '필라테스':2,,,,,,,,,,,
98,naver_blog,5a033273aa71,힘쎈요가선생,부산,,,blog.naver.com/seedobe,,,2026-05-28T18:00:13.675282+00:00,'부산':2 '힘쎈요가선생':1,,,,,,,,,,,
99,naver_blog,ba16b48f0557,YYOGA_STUDIO,부산,,,blog.naver.com/yyoga_busan,,,2026-05-21T18:00:12.269083+00:00,'studio':2 'yyoga':1 '부산':3,,,,,,,,,,,
100,naver_blog,cccf07991f07,나디아연대기,대구,,,blog.naver.com/nadia1620,,,2026-05-28T18:00:15.332822+00:00,'나디아연대기':1 '대구':2,,,,,,,,,,,
101,naver_blog,6a8b1bbd8aa5,ʕ•̫͡•ʔ,대구,,,blog.naver.com/ttogopattoyoung,,,2026-05-28T18:00:15.332853+00:00,'ʔ':2 'ʕ':1 '대구':3,,,,,,,,,,,
102,naver_blog,e34c9e41ca1c,더안스튜디오 공식블로그,대구,,,blog.naver.com/theahnstudio,,,2026-05-28T18:00:15.332873+00:00,'공식블로그':2 '대구':3 '더안스튜디오':1,,,,,,,,,,,
103,naver_blog,2ceca2d80d53,EGGPLAN 영상 프로덕션,대구,,,blog.naver.com/eggplan11,,,2026-05-28T18:00:15.332891+00:00,'eggplan':1 '대구':4 '영상':2 '프로덕션':3,,,,,,,,,,,
104,naver_blog,f20c4931c31c,오늘도 맛있는 하루,대구,,,blog.naver.com/uring2,,,2026-05-28T18:00:15.332908+00:00,'대구':4 '맛있는':2 '오늘도':1 '하루':3,,,,,,,,,,,
105,naver_blog,5b63b2afca36,아워무드스튜디오 | 이야기를 담아요,대구,,,blog.naver.com/h2_90,,,2026-05-28T18:00:15.332925+00:00,'담아요':3 '대구':4 '아워무드스튜디오':1 '이야기를':2,,,,,,,,,,,
106,naver_blog,1b2e53018602,대구 인물사진 스튜디오 STUDIOPOEM,대구,,,blog.naver.com/studiopoem,,,2026-05-28T18:00:15.332945+00:00,"'studiopoem':4 '대구':1,5 '스튜디오':3 '인물사진':2",,,,,,,,,,,
107,naver_blog,6e643852bf4c,위즈덤 요가&필라테스,대구,,,blog.naver.com/yoga17,,,2026-05-28T18:00:15.332962+00:00,'대구':4 '요가':2 '위즈덤':1 '필라테스':3,,,,,,,,,,,
108,naver_blog,628eabfa4fc6,VIVA GYM,대구,,,blog.naver.com/mn4964606,,,2026-05-28T18:00:15.332979+00:00,'gym':2 'viva':1 '대구':3,,,,,,,,,,,
109,naver_blog,2700657882d3,메이드인커플스튜디오 (일상의 연출),대구,,,blog.naver.com/chany100,,,2026-05-28T18:00:15.332996+00:00,'대구':4 '메이드인커플스튜디오':1 '연출':3 '일상의':2,,,,,,,,,,,
110,naver_blog,f97d68b21d06,맛다동의 보물섬,대구,,,blog.naver.com/tastydadong,,,2026-05-28T18:00:15.982350+00:00,'대구':3 '맛다동의':1 '보물섬':2,,,,,,,,,,,
111,naver_blog,42e886e1f61b,스튜디오레이나,대구,,,blog.naver.com/studioreina,,,2026-05-28T18:00:15.982383+00:00,'대구':2 '스튜디오레이나':1,,,,,,,,,,,
112,naver_blog,7dbf052ed6b6,대구 대봉동 담연요가,대구,,,blog.naver.com/damyeon_yoga,,,2026-05-28T18:00:15.982404+00:00,"'담연요가':3 '대구':1,4 '대봉동':2",,,,,,,,,,,
113,naver_blog,8b93690e5c41,하이샷 파크골프 아카데미,대구,,,blog.naver.com/highshot_parkgolf,,,2026-05-28T18:00:15.982439+00:00,'대구':4 '아카데미':3 '파크골프':2 '하이샷':1,,,,,,,,,,,
114,naver_blog,764487efbfa4,pppark,대구,,,blog.naver.com/pnccgspxdj,,,2026-05-28T18:00:15.982421+00:00,'pppark':1 '대구':2,,,,,,,,,,,
115,naver_blog,94f875368f91,YEON YOGA PILATES,대구,,,blog.naver.com/yeon_yogapila,,,2026-05-28T18:00:15.982494+00:00,'pilates':3 'yeon':1 'yoga':2 '대구':4,,,,,,,,,,,
116,naver_blog,9fe7aa8cd5bf,알꽁달콩 은이네,대구,,,blog.naver.com/sacredrub,,,2026-05-28T18:00:15.982475+00:00,'대구':3 '알꽁달콩':1 '은이네':2,,,,,,,,,,,
117,naver_blog,7c46b001a724,✨ CELLIST JIAE ✨,대구,,,blog.naver.com/parkjiae3968,,,2026-05-28T18:00:15.982459+00:00,'cellist':1 'jiae':2 '대구':3,,,,,,,,,,,
118,naver_blog,d83dfe6576d9,THANQ YOGA,대구,,,blog.naver.com/thanqyoga,,,2026-05-28T18:00:15.982515+00:00,'thanq':1 'yoga':2 '대구':3,,,,,,,,,,,
119,naver_blog,c7899ce00469,가인요가&필라테스 이곡점,대구,,,blog.naver.com/goehd6809,,,2026-05-28T18:00:15.982535+00:00,'가인요가':1 '대구':4 '이곡점':3 '필라테스':2,,,,,,,,,,,
120,naver_blog,a8b5f43c8a46,테라피요가,대구,,,blog.naver.com/healyoga,,,2026-05-28T18:00:17.931513+00:00,'대구':2 '테라피요가':1,,,,,,,,,,,
121,naver_blog,a6f1fc5fbe9e,미소짓는요가,대구,,,blog.naver.com/alth7115,,,2026-05-28T18:00:17.931547+00:00,'대구':2 '미소짓는요가':1,,,,,,,,,,,
122,naver_blog,77ae85041607,"잘먹고 잘사는 법, 무브 윗 초니",대구,,,blog.naver.com/choeun1991,,"[""vinyasa""]",2026-05-28T18:00:17.931584+00:00,'vinyasa':8 '대구':7 '무브':4 '법':3 '윗':5 '잘먹고':1 '잘사는':2 '초니':6,,,,,,,,,,,
123,naver_blog,137534af8951,힘쎈요가선생,대구,,,blog.naver.com/seedobe,,,2026-05-28T18:00:17.931624+00:00,'대구':2 '힘쎈요가선생':1,,,,,,,,,,,
124,naver_blog,65cff7061c71,[더303플라잉요가 & 바레],대구,,,blog.naver.com/flyingthe303,,,2026-05-28T18:00:17.931645+00:00,'대구':3 '더303플라잉요가':1 '바레':2,,,,,,,,,,,
125,naver_blog,46997f9b97b5,요가향&필라테스,대구,,,blog.naver.com/six6486,,,2026-05-28T18:00:17.931663+00:00,'대구':3 '요가향':1 '필라테스':2,,,,,,,,,,,
126,naver_blog,7da10732838a,수성구 아름다운요가,대구,,,blog.naver.com/shopology,,,2026-05-28T18:00:17.931697+00:00,'대구':3 '수성구':1 '아름다운요가':2,,,,,,,,,,,
127,naver_blog,836bb6202fa9,YOGA RANG PILATES,대구,,,blog.naver.com/ckwlsgml8908,,,2026-05-28T18:00:17.931729+00:00,'pilates':3 'rang':2 'yoga':1 '대구':4,,,,,,,,,,,
128,naver_blog,6f6e0d148786,대구달서구 원장직강 소그룹 요가전문센터유어요가,대구,,,blog.naver.com/your_yoga,,,2026-05-28T18:00:17.931751+00:00,'대구':5 '대구달서구':1 '소그룹':3 '요가전문센터유어요가':4 '원장직강':2,,,,,,,,,,,
129,naver_blog,ebfeca164105,JYE's,대구,,,blog.naver.com/jye_hahaha,,,2026-05-28T18:00:17.931772+00:00,'jye':1 's':2 '대구':3,,,,,,,,,,,
130,naver_blog,d0dfb788b8cb,인천가족사진 아트인스튜디오,인천,,,blog.naver.com/artin_studio,,,2026-05-28T18:00:19.917674+00:00,'아트인스튜디오':2 '인천':3 '인천가족사진':1,,,,,,,,,,,
131,naver_blog,8662a9d25352,스티라요가,인천,,,blog.naver.com/leeny9826,,,2026-05-28T18:00:19.917710+00:00,'스티라요가':1 '인천':2,,,,,,,,,,,
132,naver_blog,e73833d77451,미라클필라테스&플라잉요가 간석점,인천,,,blog.naver.com/mr__pilates,,,2026-05-28T18:00:19.917730+00:00,'간석점':3 '미라클필라테스':1 '인천':4 '플라잉요가':2,,,,,,,,,,,
133,naver_blog,e1a8f382608c,To love me more,인천,,,blog.naver.com/wendyday__,,,2026-05-28T18:00:19.917749+00:00,'love':2 'me':3 'more':4 'to':1 '인천':5,,,,,,,,,,,
134,naver_blog,e21b11263356,"CH 광고천하(주) - 디자인,인쇄 및 전단지 직투 전문",인천,,,blog.naver.com/kgch2018,,,2026-05-28T18:00:19.917769+00:00,'ch':1 '광고천하':2 '디자인':4 '및':6 '인쇄':5 '인천':10 '전단지':7 '전문':9 '주':3 '직투':8,,,,,,,,,,,
135,naver_blog,b11a57980dfb,다이아요가 공식블로그,인천,,,blog.naver.com/angels_yoga,,,2026-05-28T18:00:19.917792+00:00,'공식블로그':2 '다이아요가':1 '인천':3,,,,,,,,,,,
136,naver_blog,dd9a67d27f62,죵이의 나와바리,인천,,,blog.naver.com/cloie517,,,2026-05-28T18:00:19.917819+00:00,'나와바리':2 '인천':3 '죵이의':1,,,,,,,,,,,
137,naver_blog,b441bd3daee0,블루웨일 플라잉요가 가정점,인천,,,blog.naver.com/whale3576,,,2026-05-28T18:00:19.917837+00:00,'가정점':3 '블루웨일':1 '인천':4 '플라잉요가':2,,,,,,,,,,,
138,naver_blog,63cbecfa96fb,힘쎈요가선생,인천,,,blog.naver.com/seedobe,,,2026-05-28T18:00:19.917854+00:00,'인천':2 '힘쎈요가선생':1,,,,,,,,,,,
139,naver_blog,95d900bf4a4e,수요가센터 (구)요가룩스,인천,,,blog.naver.com/yogalooks09,,,2026-05-28T18:00:19.917878+00:00,'구':2 '수요가센터':1 '요가룩스':3 '인천':4,,,,,,,,,,,
140,naver_blog,c2a079d58533,Balance Yoga & Pilates,인천,,,blog.naver.com/balanceyoga-pila,,,2026-05-28T18:00:21.016926+00:00,'balance':1 'pilates':3 'yoga':2 '인천':4,,,,,,,,,,,
141,naver_blog,e18d29b615f6,kyoung1653님의 블로그,인천,,,blog.naver.com/kyoung1653,,,2026-05-28T18:00:21.016976+00:00,'kyoung1653님의':1 '블로그':2 '인천':3,,,,,,,,,,,
142,naver_blog,5aec9ee7c015,건강하게 백세까지,인천,,,blog.naver.com/twinkle_adelin,,,2026-05-28T18:00:21.017009+00:00,'건강하게':1 '백세까지':2 '인천':3,,,,,,,,,,,
143,naver_blog,105ec8a45234,To be my,인천,,,blog.naver.com/tobemy,,,2026-05-28T18:00:21.017042+00:00,'be':2 'my':3 'to':1 '인천':4,,,,,,,,,,,
144,naver_blog,c72b7bf554bb,"렐리,빛나는 순간들",인천,,,blog.naver.com/bsheep150,,,2026-05-28T18:00:21.017073+00:00,'렐리':1 '빛나는':2 '순간들':3 '인천':4,,,,,,,,,,,
145,naver_blog,92121113da20,꼴마르의 숲 ❤❤,인천,,,blog.naver.com/chinupkjk,,,2026-05-28T18:00:21.017213+00:00,'꼴마르의':1 '숲':2 '인천':3,,,,,,,,,,,
146,naver_blog,ae1c5d37ef38,AN YOGA,인천,,,blog.naver.com/an_yoga,,,2026-05-28T18:00:21.017271+00:00,'an':1 'yoga':2 '인천':3,,,,,,,,,,,
147,naver_blog,d7e64254ec0e,YOGA BREAHTE,인천,,,blog.naver.com/yogabreathe,,,2026-05-28T18:00:21.017307+00:00,'breahte':2 'yoga':1 '인천':3,,,,,,,,,,,
148,naver_blog,5225ac61bf7d,mallangss의 일상이야기,인천,,,blog.naver.com/irene7939,,,2026-05-28T18:00:21.017347+00:00,'mallangss의':1 '인천':3 '일상이야기':2,,,,,,,,,,,
149,naver_blog,f9085e0e034b,yogamove,인천,,,blog.naver.com/yogamove,,,2026-05-28T18:00:21.854408+00:00,'yogamove':1 '인천':2,,,,,,,,,,,
150,naver_blog,7193001046b2,양갱이의 진로와 취업이야기,인천,,,blog.naver.com/space_32,,,2026-05-28T18:00:21.854440+00:00,'양갱이의':1 '인천':4 '진로와':2 '취업이야기':3,,,,,,,,,,,
151,naver_blog,87fd3ac08510,밸런스요가 앤 필라테스 인천구월점,인천,,,blog.naver.com/powerbalanceyoga,,,2026-05-28T18:00:21.854463+00:00,'밸런스요가':1 '앤':2 '인천':5 '인천구월점':4 '필라테스':3,,,,,,,,,,,
152,naver_blog,1ead27abfe1b,테라피요가,인천,,,blog.naver.com/healyoga,,,2026-05-28T18:00:21.854485+00:00,'인천':2 '테라피요가':1,,,,,,,,,,,
153,naver_blog,932782d56aba,몸과 마음을 유연하게 Suflows말랑수빈,인천,,,blog.naver.com/blissb_fit,,,2026-05-28T18:00:21.854501+00:00,'suflows말랑수빈':4 '마음을':2 '몸과':1 '유연하게':3 '인천':5,,,,,,,,,,,
154,naver_blog,149f0052bd31,Yooni blog,인천,,,blog.naver.com/wldbsdls,,,2026-05-28T18:00:21.854527+00:00,'blog':2 'yooni':1 '인천':3,,,,,,,,,,,
155,naver_blog,4db589a98300,광주바디프로필 로디수트,광주,,,blog.naver.com/rroran,,,2026-05-28T18:00:23.146722+00:00,'광주':3 '광주바디프로필':1 '로디수트':2,,,,,,,,,,,
